"protein","species","quant","Intensity.03_1x_dda","Intensity.04_2x_dda","Intensity.08_2x_dda","Intensity.11_1x_dda","Intensity.15_1x_dda","Intensity.16_2x_dda","Intensity.19_1x_dda","Intensity.20_2x_dda","Intensity.23_1x_dda","Intensity.24_2x_dda","Intensity.28_2x_dda","Intensity.31_1x_dda","Intensity.35_1x_dda","Intensity.36_2x_dda","Intensity.39_1x_dda","Intensity.40_2x_dda"
"sp|P05783|K1C18_HUMAN","human","dda",1709250040,1918447045.55369,2053523862.32632,2322170797.31878,1972347847.6926,1856329117.4456,1648232025.63313,2303998602.83749,1943960752.22626,2314096689.96169,1749981044.45993,1901473718.58339,2052040007.12857,1587957365.49842,1903980279.69529,1760092845.01741
"sp|P05787|K2C8_HUMAN","human","dda",6988521690,7335351726.07578,6621412614.98521,6854801159.2889,7288320426.94205,6762410715.05923,7923648886.98356,6715134205.3314,6294958917.33605,7631828874.55324,5905537188.05657,8051954423.39167,6363141598.78424,8054123573.18616,6569063431.08066,6176146034.31535
"sp|P06132|DCUP_HUMAN","human","dda",NA,NA,NA,NA,NA,2063972.38963348,NA,NA,2088455.88839444,2815232.56778467,866385.938743851,1166743.62563653,1746349.38347311,NA,NA,1111829.06404748
"sp|P06280|AGAL_HUMAN","human","dda",1897800,1933510.40374857,2155941.78285056,1976518.60638647,1666638.98258188,3404451.10769053,1057457.52822036,2795956.05822348,1732955.98295578,1751709.95734954,NA,2323125.40735089,3216196.84890392,1264253.81758276,1498534.25782551,2215058.34527913
"sp|P06454|PTMA_HUMAN","human","dda",56693210,59065315.0891102,68444403.5868355,67845809.0987925,25792784.2442125,63243615.2687529,55952127.3061566,39171211.5472014,45860993.797607,64996726.8900756,45531746.0097245,75249396.7174127,58673339.6997566,38836277.5064174,58577322.4021983,48478490.932702
"sp|P06493|CDK1_HUMAN","human","dda",34725300,12904806.4803036,42058871.2895951,37835609.5593167,34941491.3819854,42187271.999115,30819350.8135519,27159394.9149617,39599847.1635205,35039324.2944008,38486129.3704959,30679912.6762526,27945161.1935519,50922164.2906283,32942174.4177766,43998638.8315255
"sp|P06576|ATPB_HUMAN","human","dda",1162893660,1150296449.71233,1070853780.33985,1141829539.46342,1134567541.50918,1042199989.4739,1188686273.93557,1237959523.6069,1171208649.97941,1145879803.6702,1059845772.74486,1134891279.74034,1214611299.70211,935914952.451275,1156032815.75807,1367326359.18193
"sp|P06730|IF4E_HUMAN","human","dda",12484220,11947723.1970027,17198214.0983542,15265542.1374225,15444717.9585472,17980097.607512,13987406.2154288,14271397.7177446,19486718.8321357,2809627.61934046,20789984.7959909,16135868.4095045,21063212.1078894,22045065.4253059,15632810.1325614,19473562.1789678
"sp|P06733|ENOA_HUMAN","human","dda",1177696164,1287361363.68443,1285876106.84504,1052447554.98424,1025306180.59063,1064287877.60427,1040466769.27109,1241487549.70406,1255302619.25758,1165692533.10065,1316990060.11622,1193486226.01952,1297923113.13725,1007447577.77307,1142891893.63014,1023284676.39196
"sp|P06744|G6PI_HUMAN","human","dda",394319800,443820763.93832,423436577.503026,374528263.719769,428905112.436395,370285326.270524,391158348.855682,555879931.410464,492119091.801453,418356252.491069,352238689.668923,489460160.585678,395244289.337498,516346220.488333,434915080.274269,416227512.384025
"sp|P06748|NPM_HUMAN","human","dda",660940600,552788353.823292,602707050.952105,527978542.356788,453769659.78974,564565920.433702,422210748.54543,406333171.630957,540775914.181159,416503827.934827,471079103.173876,478507032.169874,550244428.566735,416725385.081082,477708684.706111,448432091.688975
"sp|P06753|TPM3_HUMAN","human","dda",26076810,49458873.0028435,41284567.1420844,69586756.177763,40807793.0499661,42395169.7739568,26694092.1220227,11308582.1494976,50649191.4798158,38742843.0494719,48813545.1125804,24075650.1545848,30134627.8574891,40847038.6557264,29419071.4646271,26413618.6486419
"sp|P06756|ITAV_HUMAN","human","dda",1501400,3863636.72763511,4350069.20415743,4932491.63977949,6566729.22767554,6050984.48541728,7844100.83357527,5215435.7672998,6990897.1559667,3454131.2630107,2536838.30489067,3977440.88881616,2505556.31046677,1749890.78788514,1144134.66463334,4113972.2937094
"sp|P06865|HEXA_HUMAN","human","dda",21405130,9421933.31907967,14989811.340964,37633003.4883437,27529453.3624475,12463127.3611803,7261562.52390559,17748360.5005229,24147797.7235751,24444772.2322613,19497887.2089941,19847735.2385954,29613763.5432434,23010436.1948767,17674132.2631999,32321567.064755
"sp|P07099|HYEP_HUMAN","human","dda",15279400,19267968.2595778,14279941.0305145,22661872.930934,18041499.499771,15561733.9501218,7648952.10755163,18863834.1475896,18358091.4772141,23317414.2751484,12519240.6320723,16317360.8157304,21854160.6388325,19101167.5176786,19884355.5773708,11948886.3307711
"sp|P07108|ACBP_HUMAN","human","dda",55448000,66097629.5373601,83800591.6054931,45416725.3543995,47097758.7391893,47936236.8611597,64676305.6954766,70646271.9937315,58283106.5136687,97137900.2743381,52790670.7577844,55401953.4944187,67689914.2017742,67263988.3989643,75509568.4205751,49876692.7645169
"sp|P07237|PDIA1_HUMAN","human","dda",672775700,615432729.631331,610453693.732014,684108273.955599,729699626.344497,659583553.57722,584836364.514847,530687558.585198,722488939.969243,589289274.737202,521730733.327235,625982164.189345,586304257.858347,604869166.974134,621229712.225808,689731309.199858
"sp|P07305|H10_HUMAN","human","dda",43651440,51488895.1809797,33270979.1196824,41974253.5621049,56941327.8771285,28049399.4862551,49275088.27131,47877447.8015066,64945123.8346816,35937762.6353868,20873535.0834802,50281591.8011289,43932481.6887125,42281540.3409157,28182968.6410993,35581499.0221583
"sp|P07339|CATD_HUMAN","human","dda",130001320,123752427.390818,200816206.319338,202120664.018766,150942161.830798,96273205.0686745,127816334.186086,223040084.773317,120946911.519013,149309501.90372,119256802.767288,142533983.126744,150593239.415852,139404473.305532,131432886.971177,155526457.954209
"sp|P07355|ANXA2_HUMAN","human","dda",266410500,276504214.089095,246979254.444243,225246694.802757,266409452.275792,251171758.461856,241528150.552911,242904336.17669,323722222.811428,268487826.000858,336395316.085615,280518853.015628,245609409.65079,285875799.687608,260868659.01166,230955562.545382
"sp|P07384|CAN1_HUMAN","human","dda",41647400,32339347.8837996,27791682.4203462,35344357.8910568,34355933.9420805,29614473.1185854,21351666.8223897,36268858.1714216,44054519.7554478,33244105.1069104,39990375.0890809,31940101.2943509,38695576.1730824,45020373.0839415,34596624.9704583,38505732.3146434
"sp|P07437|TBB5_HUMAN","human","dda",748901000,649111274.721871,608477640.075905,577914505.422104,1018386334.91034,921615896.504374,816234466.187257,912955735.162613,944927657.364815,581294219.25059,923895269.22304,745075923.110245,886695737.559053,560882170.435032,777142658.347529,1420452746.06716
"sp|P07602|SAP_HUMAN","human","dda",157204000,233313432.054176,234461260.6437,158140577.48249,171286581.328694,153294451.116877,172713962.102606,173214093.17731,163379250.843782,192788199.25148,167007563.959261,195877848.341625,171679204.264599,146337441.633053,124810749.955509,160667592.402577
"sp|P07686|HEXB_HUMAN","human","dda",39649400,38489978.5313519,20605131.0937995,30804622.4283779,28185205.0021185,35990735.5334908,29527865.7995778,14559854.1621181,26675749.9151133,36912293.0585589,33419689.3159932,19463310.8290829,26952407.0745292,23482897.3704283,27178836.4603881,21646881.8878637
"sp|P07737|PROF1_HUMAN","human","dda",747578100,576371678.890153,484481291.556829,506199493.271671,665233409.578664,616731573.606236,461211275.264779,645485354.617719,384974156.548529,468059975.692242,461781619.519833,445814378.411031,396314484.399618,462612943.327097,628928159.829694,409406379.649074
"sp|P07741|APT_HUMAN","human","dda",203504900,183398177.674585,136886280.356531,200506401.498369,153629004.47385,191924187.92643,179660412.3488,201263943.518596,179388412.754869,135443600.963438,143586346.379965,139740769.120219,198276770.611981,150515403.151393,191570094.789427,186678556.934377
"sp|P07814|SYEP_HUMAN","human","dda",92810670,74554477.8617231,86167581.6572887,68367809.1184787,81958063.625832,66837001.4969001,70192713.794405,76077108.5251296,106870812.160565,87972348.3558168,95311211.6221094,67023044.0488776,121104218.029435,77965929.1261911,74984998.4442055,97181344.0563672
"sp|P07858|CATB_HUMAN","human","dda",2877200,2067126.97636534,NA,30219978.6495822,3949906.62402301,NA,2953723.24910626,1805458.90632051,2851211.05543348,1815501.68575152,1764336.0288943,4645214.63030957,2474437.0909085,2668980.28156359,2134989.06444252,2686203.58954677
"sp|P07900|HS90A_HUMAN","human","dda",805080500,530922176.376744,719736504.122434,759308455.677915,673407588.505048,726923278.7268,717572728.155013,566045969.798915,715465725.411371,677028592.454394,717011093.080476,689614907.105469,692408042.77353,775431521.089556,649837150.04358,654962325.84841
"sp|P07910|HNRPC_HUMAN","human","dda",391720500,273285517.484842,404627375.787459,318541754.096654,410430609.881252,283668952.247659,403047895.781254,399919404.128582,283728801.617752,341210941.607568,418721135.853783,296968657.0364,318967613.172431,360773698.320193,325707675.493409,344407275.938008
"sp|P07919|QCR6_HUMAN","human","dda",1367510,278968.260884116,1048841.64897886,654284.479514912,1794899.25806257,NA,NA,NA,780986.203359121,918928.026057305,569431.764485653,1760477.28237697,1371867.83742489,1257365.05560282,1272314.06570827,NA
"sp|P07947|YES_HUMAN","human","dda",4740570,3672337.96795077,2978125.57289081,3282903.956122,1150619.48599088,2928207.49992428,744148.688123235,628934.586047914,1408010.82774291,999371.031257551,2855917.18271405,3105623.60077897,1360654.71536111,4423456.66100767,3706804.95715785,3073214.2919328
"sp|P07951|TPM2_HUMAN","human","dda",7118100,1070177.04901246,881575.800378927,6416547.65112735,1538795.1775421,2465292.18143107,NA,NA,1439710.98339196,NA,1515632.65115584,NA,NA,11007805.9089925,NA,1735518.07492937
"sp|P07954|FUMH_HUMAN","human","dda",9364250,10909945.9835725,12545127.5659023,6667674.45980645,5780609.71968655,2694050.34721012,10022080.2859679,3584856.52278447,10542735.7398336,13816274.2469568,7943481.59343457,5729440.29889317,10584819.9193893,9132464.95565351,2889977.35483216,7623369.61762878
"sp|P08133|ANXA6_HUMAN","human","dda",36333910,34513357.2018717,35471553.4669625,33269389.0290683,30485913.9208119,47926968.84544,25146491.0065548,37832754.141375,33947165.3437188,29878039.1428013,30591749.9330256,25525837.3107833,37212699.4475284,15235887.3205934,24630576.4653719,35970741.5729418
"sp|P08134|RHOC_HUMAN","human","dda",2896900,1616171.04378374,8046377.60743382,6712720.20637752,9460567.77610827,9889384.68469304,9387382.08685096,9456347.43131839,7081044.80501887,981792.866097893,7979972.98762649,NA,2012852.33916555,5754813.66004558,9936564.02102463,871577.750548383
"sp|P08195|4F2_HUMAN","human","dda",259511320,312242815.612367,269210073.56338,268298559.551598,299099706.379336,326937831.103532,294907513.330797,321098697.517237,251032747.770002,323562223.886754,283528310.311634,246691436.049434,244144633.087693,331120555.518691,227780165.400958,242019643.840607
"sp|P08236|BGLR_HUMAN","human","dda",NA,1182026.34664575,NA,1621153.80349197,2473834.41894367,NA,1260393.19029924,3337022.06311633,NA,NA,NA,1100522.02311574,NA,NA,993002.276131558,1421114.11031705
"sp|P08237|PFKAM_HUMAN","human","dda",8075600,7543768.9956552,10335508.6301691,NA,2118824.91886773,6189563.38713038,3549836.27136057,5976105.97013875,4589469.84127468,12158267.2506599,11536133.3134809,2717063.87355564,4071618.28095805,9083724.88971716,6572306.28498911,5755199.89276513
"sp|P08238|HS90B_HUMAN","human","dda",1823856370,2091998598.8029,2277076404.69096,2526313143.08885,2021728924.5545,2299313538.7114,2044233597.07272,1956071791.43371,2192094992.18133,1976347916.28446,2149242125.39003,2098180815.87425,2045182086.16161,2325944242.74792,2166454681.28248,2072042052.81414
"sp|P08240|SRPRA_HUMAN","human","dda",5623620,9094288.89011563,7112907.5952381,8257494.64390874,7851931.76765895,9776579.69336226,7982881.64905178,3630926.1577567,4960984.21142732,6410250.86172762,5758286.66512122,2360051.25114627,5344547.40623327,3430945.82917861,7418764.81748941,8692230.48110714
"sp|P08243|ASNS_HUMAN","human","dda",640830,2228220.09418443,2536086.07168825,4727079.74826165,NA,5421951.01850112,4485666.61164443,3180486.18662309,6269949.28687632,3839498.72997244,3871205.88830927,2213007.26603254,5971125.23977187,7134952.22358598,2860375.71388013,4576661.0848748
"sp|P08397|HEM3_HUMAN","human","dda",8694160,9372427.50561422,11027396.0317228,9948559.16432297,10770140.1470425,10570289.6173672,10178476.0734904,7334689.41722861,9883321.59542568,6005473.26202136,7800868.24447979,8676263.9316358,11153811.8922109,9365624.64953464,10546560.8965796,9767991.64651153
"sp|P08559|ODPA_HUMAN","human","dda",26869340,22396604.6739541,28957678.647174,25126886.0681577,23944021.4757936,31482713.8429012,16952593.1765015,29035790.9708982,22557487.1382372,29672171.7854507,25013791.8402526,23910218.6064383,27178097.9389976,22446688.5484494,26268244.2935165,25767611.1537856
"sp|P08574|CY1_HUMAN","human","dda",26698200,35981392.8787919,34572998.4000096,27680300.1622956,38233627.1157148,74660486.6331354,31295654.0656205,45969088.8345912,37047608.1347671,39995996.1140798,48908471.6906474,52308283.6935827,41914017.6870037,37716075.5865626,28915687.3592555,34518094.9256333
"sp|P08579|RU2B_HUMAN","human","dda",993350,2635324.90158617,2626319.42019881,2461491.18674894,3250968.26166234,1486413.18780162,7051301.27027743,7157775.29344109,3647554.17594878,3033443.89719529,3501896.80325759,2273614.63311914,1686345.40635109,1400939.71982018,1389968.87280356,2952694.47847085
"sp|P08621|RU17_HUMAN","human","dda",58938310,83434925.6537187,69926110.2654398,66532238.9700887,46787450.3997699,74745959.8047748,52279825.0386669,58666468.7136768,75287413.6254462,58258084.9341897,60808263.1908669,58778379.1761746,73923195.9095232,89157203.3084996,52334793.2372876,84068200.6998821
"sp|P08708|RS17_HUMAN","human","dda",64145000,63346918.4288654,51382236.1570941,51346985.5636538,65488083.7840047,60612528.5838923,63032940.6446793,60152819.7360054,100259882.042551,107071744.503336,67219723.4638381,54679261.9801378,60804608.3216085,77726606.8952376,68294266.0692599,91318022.3703663
"sp|P08754|GNAI3_HUMAN","human","dda",5045100,2989343.3207007,NA,NA,NA,NA,NA,NA,NA,NA,11713641.7576691,6173304.01308656,3282006.34600255,2701764.1488175,2245409.43356108,NA
"sp|P08758|ANXA5_HUMAN","human","dda",166485400,183922993.879252,178608470.973602,163795702.920663,182109777.285844,154679254.487891,165127501.205408,181350226.105701,179214268.708112,214122475.902291,162699919.293697,179423899.583284,186004676.811165,128076713.451568,183412040.70485,181482578.394885
"sp|P08865|RSSA_HUMAN","human","dda",240557000,436754259.367077,358378356.842022,316656806.202609,320170990.475703,390933288.403054,263207945.160135,308780887.714611,328414386.733382,218837033.577405,280483668.02405,317651462.696541,312109345.302701,281327494.590356,301278120.725663,305153055.383287
"sp|P08962|CD63_HUMAN","human","dda",2770100,1135850.03110907,NA,2928501.81969057,2791992.59515819,2064560.835076,2888156.4087129,NA,1093331.89891622,1963149.54943748,NA,NA,2746449.67891617,3314386.73152111,2047707.18116048,2780903.57888783
"sp|P09012|SNRPA_HUMAN","human","dda",45111300,65620255.9490813,69538243.8345024,48555487.617428,57457902.6676407,47141247.0683173,34124814.2981159,50080887.8245398,45991951.8176654,57624104.1995636,33637424.4939363,45475401.2155594,53521384.5520092,66455181.3448141,58565265.0055704,59568647.997965
"sp|P09110|THIK_HUMAN","human","dda",18707310,21803299.0594344,18454242.9452283,21992256.2270194,7801374.78019702,25343138.8961127,20603002.5501627,7250856.13256747,21961982.3742044,24286328.8453073,12430752.4598046,18115517.5305517,20223615.5642073,17648676.2040658,15905609.9516516,19246743.9309838
"sp|P09234|RU1C_HUMAN","human","dda",19080800,9995807.76535938,9117677.22930814,10858290.7117659,11331277.274731,13133219.6088482,12689070.934548,11286892.4308428,15021143.677476,8892239.80216791,15718117.3250292,17663741.135545,13021199.7352315,16845097.9692497,9782600.34100699,16725860.9282348
"sp|P09382|LEG1_HUMAN","human","dda",27790260,46528652.8322484,43375779.8989555,43118394.3933072,40992743.7866747,17494335.8947131,28311454.1188474,24941158.8047841,36661670.1407661,41997507.9371101,30720071.085305,28475788.3364188,28391094.5083105,41144853.1156602,32257978.1783577,55601404.3796325
"sp|P09429|HMGB1_HUMAN","human","dda",80117000,69387610.1464485,80682888.904528,74615291.4069869,106682702.151668,118351148.471069,80807985.2540894,66123881.5855267,70197751.5992013,85459761.1948815,72658846.1151914,86595634.651907,99153995.9308837,69931412.4842975,65151141.9636873,89877456.3703468
"sp|P09467|F16P1_HUMAN","human","dda",280635430,263697404.011764,258796658.673924,231065473.539653,218731398.768633,313356319.045437,246427587.265861,280508927.928805,298914862.464964,295784513.770877,224286314.374887,218458943.808308,250097903.037555,188566683.405986,278013339.761394,236947870.735784
"sp|P09496|CLCA_HUMAN","human","dda",40799700,29079834.909856,56409893.8116084,38593181.1064189,58542240.2519466,50543050.1715165,2788338.2337857,5054124.78995543,50960147.8410169,47114280.6382247,68077042.4244975,54802944.7171361,85573160.3947437,56593410.213101,62598683.8467682,71678165.9863319
"sp|P09497|CLCB_HUMAN","human","dda",6649600,4815065.32265041,3810416.6314897,5117863.63309644,4321120.61034486,NA,4482730.7829701,3056568.95678903,5698391.98067404,8975659.75469358,6639071.22047098,5864756.56065862,6470532.59705662,5263304.64263379,5330745.90298759,7178095.38666546
"sp|P09525|ANXA4_HUMAN","human","dda",20389400,40654588.8405169,34807378.4010479,16929546.3383563,34194873.4642999,31322215.3484543,23952587.3456609,38126826.3733692,42180084.991509,39666787.1772497,22358188.8928476,20466337.3207491,37653235.3632226,22863012.5386494,19194008.6012105,24204395.8702735
"sp|P09543|CN37_HUMAN","human","dda",7129300,731321.490957136,4605773.65264537,6872886.77413073,7114955.77169612,3427547.59130938,2978048.68669356,7100272.31840276,5021680.09325385,4729965.83105039,8302776.56301976,8618133.98723242,5004786.74679383,3923274.44327174,4448915.75268742,5441154.2524368
"sp|P09622|DLDH_HUMAN","human","dda",21770700,26071169.5847818,38136554.4430001,29198378.2152288,28276437.2693083,17722505.6150496,33630127.1664914,55773514.2159808,32634615.5735193,20883100.1101907,41619289.6279283,23385146.2954694,27616685.0773359,25788557.7053995,28369248.0966945,26579369.2245804
"sp|P09651|ROA1_HUMAN","human","dda",186045900,190296635.389712,126824293.777952,173479434.88896,205183754.149649,126263503.58026,187350577.898885,156020037.816927,168869136.615001,125470598.427313,120608889.269146,146209385.685087,221134408.746805,137695251.112469,184976729.553405,132281756.894836
"sp|P09661|RU2A_HUMAN","human","dda",36900500,40064230.6503931,34716353.9462366,34653996.8988463,31981131.1458562,36307819.3601919,28648934.6150298,33481191.2847461,38175832.4766694,48745604.1542822,36266848.1384215,52969143.2592226,32565498.0410161,53860055.2808062,37323744.4846833,37688241.0553046
"sp|P09669|COX6C_HUMAN","human","dda",16239700,13996565.2257265,18809508.7120414,14650973.519427,19490387.5433443,16460201.8740311,13427222.1440937,19698804.2471228,16134202.003126,18650902.1308623,14102375.4451877,15334238.4842529,19241217.5133327,20566689.3810607,16351099.027061,13830825.9459768
"sp|P09758|TACD2_HUMAN","human","dda",8139800,10729443.5302867,12756648.1371164,12338965.6506581,13485817.6889849,11137654.0019074,14899050.9194908,10043314.9338296,17012770.3851827,11053852.5066338,10785553.5431817,13963997.663843,15008136.3964698,11740151.8550221,14272442.9007099,7817878.27681698
"sp|P09874|PARP1_HUMAN","human","dda",37209460,47573285.5364959,47356733.0722586,36683109.9656546,28358481.9461656,54514468.4630735,55235659.2883914,35017294.1500975,37165807.6110832,42635610.5988023,31131767.2287021,27590952.8044721,45180311.377885,26236638.4733414,32562195.5701997,40144502.8328946
"sp|P09960|LKHA4_HUMAN","human","dda",45703100,42311696.3342445,38011004.692318,54482225.8762077,45054655.7186669,37889560.7096815,43347999.6812526,28963676.8598048,40235865.341598,56711937.00626,38223910.6615752,50064944.4844325,43737910.0438023,35408547.8161149,37501139.5427632,36681656.9523843
"sp|P09972|ALDOC_HUMAN","human","dda",58370400,53761566.8016099,83123074.0004766,57104904.9963475,53084079.6160474,54875038.4079767,28617339.5064394,30933574.0982524,75420280.6545434,64874552.0994746,49366077.3920918,41967917.0479042,60414036.6085952,58068839.85915,41066418.9764248,59111426.2115897
"sp|P0DMN0|ST1A4_HUMAN","human","dda",2128740,NA,1226568.99283924,2709354.3213215,NA,NA,NA,NA,2515437.57672859,1730009.8651239,NA,3301283.4736039,NA,818694.087534121,NA,NA
